1.397367104897041844e-03,9.999987133494677716e-01,7.878226850642055384e-04,-4.947385108170704981e+00,1.920000000000000000e+03,9.999989087791438802e-01,-1.397744178282822125e-03,4.782799743671768060e-04,2.875166568555639901e-01,1.080000000000000000e+03,4.793805335595609078e-04,7.871534926725487708e-04,-9.999995752917513192e-01,-3.124404653144017274e+00,1.521135478246804951e+03,7.715764112746626324e+00,1.069556574815532812e+01
1.418073878416846153e-03,9.999564947203861687e-01,9.219421510790578450e-03,-4.820041986899569864e+00,1.920000000000000000e+03,9.999964434425979709e-01,-1.397185139790354863e-03,-2.271778123064137778e-03,2.539385290176155441e-01,1.080000000000000000e+03,-2.258798049989333648e-03,9.222610270602636662e-03,-9.999549196294630349e-01,-3.101767018544336452e+00,1.521135478246804951e+03,4.144712713751280475e+00,1.070012582093159281e+01
4.140370415089013496e-03,9.980571903730736105e-01,6.216672805795567247e-02,-4.451860051647270389e+00,1.920000000000000000e+03,9.999653205912365506e-01,-3.683030068894075672e-03,-7.469464798566988022e-03,2.054538116517054536e-01,1.080000000000000000e+03,-7.225991121726131963e-03,6.219549850365040100e-02,-9.980378274485346424e-01,-2.993463796621035566e+00,1.521135478246804951e+03,7.585888710500032772e+00,1.051542897632619677e+01
1.792525301956199302e-03,9.893201794825506878e-01,1.457476220102935649e-01,-3.735374212158262708e+00,1.920000000000000000e+03,9.999523225574020735e-01,-3.742768240407677973e-04,-9.757690757365475309e-03,1.108099769980445543e-01,1.080000000000000000e+03,-9.598930414334532271e-03,1.457581640439826187e-01,-9.892736821271594927e-01,-2.864560297081184537e+00,1.521135478246804951e+03,3.527286378189735672e+00,1.029228665068484361e+01
2.204309513704856213e-03,9.756167484112168165e-01,2.194700463368352283e-01,-2.967709989438558349e+00,1.920000000000000000e+03,9.999527587055173639e-01,-7.276854815697530109e-05,-9.719828288806639863e-03,4.001444465139972206e-02,1.080000000000000000e+03,-9.466856753605016120e-03,2.194811037977146828e-01,-9.755708194175057857e-01,-2.766437146301710115e+00,1.521135478246804951e+03,7.317866675856273595e+00,1.016408223325019655e+01
2.881013474446928770e-03,9.545487866480200090e-01,2.980407919566598895e-01,-2.156010045417685372e+00,1.920000000000000000e+03,9.999521718319709374e-01,3.565031616538352543e-05,-9.780223800081498664e-03,-4.946385638926041606e-02,1.080000000000000000e+03,-9.346326009977319604e-03,2.980547141681337275e-01,-9.545030296192188457e-01,-2.504033907698590689e+00,1.521135478246804951e+03,7.164380723659713901e+00,9.941926701354258711e+00
1.747949251704706500e-03,9.266899088249254124e-01,3.758227741309261294e-01,-1.338947606498888110e+00,1.920000000000000000e+03,9.999435951381754339e-01,2.317494115080667456e-03,-1.036512243858331815e-02,-6.709041411112885711e-02,1.080000000000000000e+03,-1.047622143493167658e-02,3.758196936072912275e-01,-9.266335881465597168e-01,-2.163915990046341609e+00,1.521135478246804951e+03,6.973556012556611172e+00,9.614808865683171391e+00
-2.891619935684194408e-03,8.961040443173341474e-01,4.438346316954825954e-01,-7.130801609460201140e-01,1.920000000000000000e+03,9.999092480090342461e-01,8.431025940396387475e-03,-1.050778509486714751e-02,-1.173264654627254877e-01,1.080000000000000000e+03,-1.315805001339874665e-02,4.437639682981365241e-01,-8.960471004138875761e-01,-1.838284967604876030e+00,1.521135478246804951e+03,6.821368117583944013e+00,9.455552495074922348e+00
-5.017202052407515947e-03,8.604486223745813067e-01,5.095125081263958133e-01,-2.977579114387233217e-01,1.920000000000000000e+03,9.998200587567076525e-01,1.363773532377579069e-02,-1.318568477450030897e-02,-1.604948739508698652e-01,1.080000000000000000e+03,-1.829420102926522865e-02,5.093546705674976138e-01,-8.603622154533384636e-01,-1.514752073915927033e+00,1.521135478246804951e+03,6.556546562979838733e+00,9.495986394734275748e+00
-9.332342240695195093e-03,8.156371325294418106e-01,5.784885266169523810e-01,5.382151209654383039e-02,1.920000000000000000e+03,9.997807140276181448e-01,1.845637804186197467e-02,-9.893733774569887437e-03,-1.571823364977733561e-01,1.080000000000000000e+03,-1.874649958602208136e-02,5.782693404882586208e-01,-8.156305159841346075e-01,-1.134799908027358750e+00,1.521135478246804951e+03,6.343191791382861489e+00,9.027101210822314314e+00
-1.651686766159153261e-02,7.612432257373412670e-01,6.482560793017345668e-01,4.626573160767553650e-01,1.920000000000000000e+03,9.997261524608949124e-01,2.332273158694529724e-02,-1.915796716571440414e-03,-1.521475501971230049e-01,1.080000000000000000e+03,-1.657748980953973467e-02,6.480469130088735152e-01,-7.614199796244409679e-01,-6.596676216503295498e-01,1.521135478246804951e+03,6.117572899369378092e+00,9.386339791877778893e+00
-2.069635130842697665e-02,7.020774829032926379e-01,7.117997394230312080e-01,9.648004852104685725e-01,1.920000000000000000e+03,9.995515162199125614e-01,2.994236462111070016e-02,-4.703438850303788641e-04,-1.728316550836248855e-01,1.080000000000000000e+03,-2.164318518591706528e-02,7.114707743829491449e-01,-7.023823102370494453e-01,3.001727603953941240e-02,1.521135478246804951e+03,6.115505398891832201e+00,8.769673250890207328e+00
-2.417856135018894154e-02,6.486036975358057122e-01,7.607421644117778881e-01,1.383127560867800643e+00,1.920000000000000000e+03,9.994958928376875829e-01,3.134548788307148226e-02,5.041883573233638116e-03,-1.086019853067990010e-01,1.080000000000000000e+03,-2.057564996856657905e-02,7.604805743293207021e-01,-6.490346205682079317e-01,7.219363998783009384e-01,1.521135478246804951e+03,5.914793738156265412e+00,8.724688112887934111e+00
-2.526939891527668625e-02,6.018087076227853771e-01,7.982404004482942517e-01,1.749488238506903715e+00,1.920000000000000000e+03,9.994987256585379232e-01,3.044348835849638307e-02,8.688580063756773733e-03,-4.323324971334857603e-02,1.080000000000000000e+03,-1.907235919908258429e-02,7.980598182128696427e-01,-6.022763250108893462e-01,1.296925252759761671e+00,1.521135478246804951e+03,5.827567058204305539e+00,8.738792143309442650e+00
-2.953996254516618250e-02,5.363750070602739672e-01,8.434626502779605239e-01,2.037770131225181469e+00,1.920000000000000000e+03,9.993342832375931017e-01,3.392194495487731859e-02,1.342728552181437877e-02,-1.984726013152236096e-02,1.080000000000000000e+03,-2.140983322766040406e-02,8.432977845646041359e-01,-5.370199862105642374e-01,1.998112421464168120e+00,1.521135478246804951e+03,5.705733037421493847e+00,8.654884748156705498e+00
-3.418499581825645839e-02,4.525290535911037360e-01,8.910941822932330059e-01,2.132727362572643504e+00,1.920000000000000000e+03,9.992715562532958895e-01,3.060982499032864970e-02,2.279024960761774285e-02,-1.457773468891121298e-02,1.080000000000000000e+03,-1.696298688385560263e-02,8.912241548959505266e-01,-4.532458083711052854e-01,2.731134274663227668e+00,1.521135478246804951e+03,5.390472741740115481e+00,7.146271679941630595e+00
-3.954710337131756015e-02,3.809495819548294748e-01,9.237496644780873734e-01,2.240903457616778116e+00,1.920000000000000000e+03,9.991385710595169778e-01,2.671083555518830727e-02,3.175920473012954631e-02,1.084388866869405443e-02,1.080000000000000000e+03,-1.257546961687387721e-02,9.242099043357977495e-01,-3.816777571349039277e-01,3.373293463100882850e+00,1.521135478246804951e+03,5.214402039850488890e+00,7.083459161446804764e+00
-4.668360206208279489e-02,3.231538879891441285e-01,9.451942689077248438e-01,2.291975440823058818e+00,1.920000000000000000e+03,9.987694098738151283e-01,3.095969422816653369e-02,3.874484783309511265e-02,9.244976886665311720e-04,1.080000000000000000e+03,-1.674237733478613557e-02,9.458398712312766632e-01,-3.242015280506579389e-01,3.954477359753406418e+00,1.521135478246804951e+03,5.068236342550550333e+00,6.890621705308079825e+00
-5.309736591666468913e-02,2.827983748547857612e-01,9.577085928988022800e-01,2.343468340523314097e+00,1.920000000000000000e+03,9.984292898733752031e-01,3.220497316490115308e-02,4.584531411600865219e-02,1.604159172251164167e-02,1.080000000000000000e+03,-1.787799920738675566e-02,9.586385757327627877e-01,-2.840641798280815200e-01,4.334019174314612144e+00,1.521135478246804951e+03,4.584688579999879110e+00,6.372190352336843944e+00
-6.463377769899705805e-02,2.609254960372952570e-01,9.631927949782679299e-01,2.565487173404832344e+00,1.920000000000000000e+03,9.975831785596519508e-01,4.155937642422746769e-02,5.568321188698396179e-02,1.875811687788717652e-01,1.080000000000000000e+03,-2.550052225304449277e-02,9.644639463188452444e-01,-2.629810252012513283e-01,4.879489181549418575e+00,1.521135478246804951e+03,4.659977484237060708e+00,6.511197631125146046e+00
-6.865708278599447212e-02,2.480330324137940690e-01,9.663155901748324839e-01,2.553227889802620609e+00,1.920000000000000000e+03,9.970515259196953695e-01,5.033228260870248327e-02,5.792163661883950598e-02,1.578014794614002736e-01,1.080000000000000000e+03,-3.427039020093417682e-02,9.674431643042474827e-01,-2.507573811405364173e-01,4.954864164928511450e+00,1.521135478246804951e+03,4.641120034235448166e+00,6.481422332590226709e+00
